Unnamed: 0,ID,id_student,code_module,code_presentation,url_row,forumng_row,homepage_row,oucontent_row,subpage_row,resource_row,sharedsubpage_row,page_row,questionnaire_row,ouwiki_row,htmlactivity_row,ouelluminate_row,dataplus_row,externalquiz_row,repeatactivity_row,dualpane_row,quiz_row,glossary_row,oucollaborate_row,folder_row,url_col,forumng_col,homepage_col,oucontent_col,subpage_col,resource_col,sharedsubpage_col,page_col,questionnaire_col,ouwiki_col,htmlactivity_col,ouelluminate_col,dataplus_col,externalquiz_col,repeatactivity_col,dualpane_col,quiz_col,glossary_col,oucollaborate_col,folder_col
2765,10035,549601,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0
2766,10041,549648,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4
2767,10045,549681,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0
2768,10056,549745,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2769,10072,549873,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
2770,10073,549887,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
2771,10080,549909,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
2772,10082,549918,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0
2773,10088,549960,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0
2774,10089,549973,GGG,2013J,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2775,10092,550025,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 1,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0
2776,10097,550059,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2777,10109,550142,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
2778,10123,550331,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
2779,10129,550359,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
2780,10132,550380,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
2781,10135,550383,AAA,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
2782,10137,550393,EEE,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
2783,10140,550412,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2784,10146,550477,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0
2785,10156,550556,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0
2786,10157,550559,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2787,10188,550814,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0
2788,10193,550880,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2789,10204,550941,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0
2790,10210,551017,EEE,2013J,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 2,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2791,10212,551031,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
2792,10223,551126,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0
2793,10226,551136,BBB,2013J,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
2794,10234,551182,EEE,2013J,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 1,Cuartil 0,Cuartil 1,Cuartil 2,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2795,10238,551205,BBB,2013J,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0
2796,10241,551214,DDD,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0
2797,10242,551219,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 1,Cuartil 1,Cuartil 1,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0
2798,10244,551234,BBB,2013J,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0
2799,10247,551245,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 4
2800,10253,551277,FFF,2013J,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 4
2801,10256,551299,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0
2802,10263,551347,BBB,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
2803,10264,551354,FFF,2013J,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 4,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 4
2804,10266,551389,GGG,2013J,Cuartil 0,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 4,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 2,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 0,Cuartil 2,Cuartil 4,Cuartil 0,Cuartil 0
